time,step,value
1732420235.3044012,687,128.6694793701172
1732420235.689364,735,76.11310577392578
1732420242.406109,1519,86.6658706665039
1732420252.123339,2687,85.86824035644531
1732420260.366607,3679,152.6425323486328
1732420261.0156069,3759,51.731712341308594
1732420263.740833,4095,111.85487365722656
1732420266.275978,4383,87.42072296142578
1732420270.812455,4943,54.77341079711914
1732420271.0721922,4975,44.16889190673828
1732420272.1119404,5103,36.128211975097656
1732420292.979525,7599,48.118072509765625
1732420301.223206,8591,31.925424575805664
1732420307.0776005,9279,17.641508102416992
1732420307.985198,9391,35.45115280151367
1732420314.2082725,10159,26.97191047668457
1732420316.0976138,10367,28.944007873535156
1732420324.9939325,11439,23.80498504638672
1732420326.0342414,11567,58.644805908203125
1732420336.6477585,12847,19.19047737121582
1732420337.4260328,12943,16.22940444946289
1732420341.2556255,13391,36.21919250488281
1732420364.735306,16239,14.095293045043945
1732420371.699776,17071,8.253189086914062
1732420376.8400462,17679,20.605552673339844
1732420386.9292037,18895,8.293497085571289
1732420397.6928341,20191,5.924867630004883
1732420405.0283356,21071,12.207775115966797
1732420405.417791,21119,49.8736572265625
1732420407.2370255,21343,26.066333770751953
1732420407.7565722,21407,10.314828872680664
1732420414.1810706,22175,12.384185791015625
1732420415.085651,22287,5.936800003051758
1732420421.0496602,22991,13.27381706237793
1732420436.5681703,24847,14.076984405517578
1732420440.7202878,25359,10.40302848815918
1732420454.997994,27071,4.699213981628418
1732420460.8207684,27759,3.563925266265869
1732420461.2093532,27807,8.402778625488281
1732420475.2797256,29519,8.159379959106445
1732420479.7610912,30047,16.746429443359375
1732420484.9583821,30687,12.441611289978027
1732420489.0693483,31167,26.98971176147461
1732420500.8377817,32591,6.712764739990234
1732420508.9539657,33551,7.467988967895508
1732420522.7631934,35199,6.490623950958252
1732420531.1441076,36207,6.523285388946533
1732420537.184618,36927,5.901111602783203
1732420548.0261335,38239,23.28692626953125
1732420554.4000661,38991,7.494858741760254
1732420556.603407,39263,9.161243438720703
1732420556.8629494,39295,9.811174392700195
1732420557.510941,39375,6.374516487121582
1732420560.7553027,39775,11.392114639282227
1732420560.8868346,39791,7.258998870849609
1732420562.6439888,39983,3.818636894226074
1732420563.292515,40063,4.846489429473877
1732420567.0526843,40527,5.778739929199219
1732420587.4234462,42975,5.361248016357422
1732420594.7616386,43855,2.500291109085083
1732420625.0669913,47487,13.255844116210938
1732420634.4790835,48623,12.185896873474121
1732420634.8688216,48671,4.977692604064941
1732420650.8775094,50591,4.300960063934326
1732420660.0251508,51695,7.867550849914551
1732420662.09809,51951,5.621059417724609
1732420662.2278218,51967,8.889213562011719
1732420670.0313537,52895,4.912330627441406
1732420693.3741653,55695,7.602099895477295
1732420711.7385051,57903,6.144576549530029
1732420711.9984174,57935,4.255650997161865
1732420718.6815052,58735,3.892158269882202
1732420728.7946124,59871,6.794698715209961
1732420739.227027,61039,11.61943531036377
1732420740.2132277,61151,4.873300075531006
1732420755.5398793,62863,3.487485647201538
1732420759.3839743,63311,6.91217041015625
1732420770.169446,64591,15.869680404663086
1732420778.556178,65583,8.391975402832031
1732420791.5208404,67151,8.004088401794434
1732420796.4101756,67727,6.477202415466309
1732420807.6814706,69087,9.88882064819336
1732420818.666304,70415,6.113586902618408
1732420831.0090861,71887,5.5241923332214355
1732420833.2165728,72159,5.821446418762207
1732420853.6383982,74639,6.961381912231445
1732420854.152521,74703,4.49584436416626
1732420855.3833036,74831,3.289987564086914
1732420869.9988656,76623,5.124307632446289
1732420872.0000935,76847,4.141928672790527
1732420876.8801086,77455,7.917873382568359
1732420884.0485146,78319,5.719448566436768
1732420894.1465523,79551,9.614009857177734
1732420912.0008457,81711,3.3641228675842285
1732420915.8069108,82159,2.1788461208343506
1732420943.578767,85535,3.044851303100586
1732420945.379337,85759,3.702481269836426
1732420953.4526992,86735,19.622493743896484
1732420970.505869,88799,5.1767473220825195
1732420987.6226473,90879,3.3485450744628906
1732420993.5015295,91583,5.731457710266113
1732421004.696969,92943,3.186413049697876
1732421012.1503305,93839,4.732111930847168
1732421013.0536745,93951,4.59306526184082
1732421017.8809972,94527,3.5594043731689453
1732421028.8337154,95855,2.0224642753601074
1732421056.6057508,99215,5.252158164978027
1732421059.2851722,99519,13.094013214111328
1732421068.4890988,100639,2.322174072265625
1732421079.8681884,102031,3.421114921569824
1732421098.8485458,104335,42.29836654663086
1732421105.9940832,105199,2.6389307975769043
1732421109.934995,105663,2.985489845275879
1732421122.5488408,107199,6.540562629699707
1732421124.093072,107391,4.5448198318481445
1732421143.1158278,109679,2.111844778060913
1732421157.7402933,111471,8.500202178955078
1732421177.3734512,113839,8.250261306762695
1732421182.6964269,114495,2.4125115871429443
1732421203.3948715,116991,2.116710662841797
1732421212.7645037,118127,1.7934370040893555
1732421222.9946077,119375,4.250791072845459
1732421223.3803396,119423,3.7601232528686523
1732421225.3097067,119663,2.547529935836792
1732421229.750865,120191,2.4636166095733643
1732421266.2264,124623,2.0431034564971924
1732421267.5105426,124783,3.4319705963134766
1732421272.238777,125343,2.857455015182495
1732421292.96262,127871,2.5523288249969482
1732421303.0583353,129071,2.5477488040924072
1732421317.9283643,130895,2.83056640625
1732421323.55061,131551,5.298524379730225
1732421342.2391214,133823,1.9181361198425293
1732421342.8821158,133903,3.7674899101257324
1732421344.0396907,134047,4.560912132263184
1732421356.4314003,135535,32.28912353515625
1732421360.0795329,135983,4.798527240753174
1732421361.3648427,136143,5.441673755645752
1732421373.7186897,137631,10.583187103271484
1732421378.089338,138175,1.8496990203857422
1732421410.192248,142063,3.675402879714966
1732421414.128935,142527,60.42020034790039
1732421416.8284771,142863,10.930032730102539
1732421417.7282584,142975,9.827319145202637
1732421425.4432375,143903,1.9648921489715576
1732421460.6294315,148175,3.6125128269195557
1732421468.0292084,149071,2.674772262573242
1732421472.341541,149583,2.562530040740967
1732421483.7608705,150975,3.3788352012634277
1732421488.0071619,151503,9.796226501464844
1732421499.4545686,152879,2.1831791400909424
1732421501.1245008,153087,3.309967041015625
1732421512.9566526,154527,5.951723098754883
1732421516.118977,154895,3.2977302074432373
1732421518.4352093,155183,6.008534908294678
1732421537.4746327,157503,2.885103225708008
1732421545.9307792,158527,1.2865982055664062
1732421569.3274038,161359,2.7126424312591553
1732421594.7729805,164431,22.24955177307129
1732421595.675402,164543,4.344898700714111
1732421611.0524948,166399,6.8643059730529785
1732421621.5339,167679,10.497923851013184
1732421627.262826,168367,1.9450386762619019
1732421638.4375389,169727,2.9311294555664062
1732421642.6238027,170223,1.5478899478912354
1732421644.693767,170479,3.359774112701416
1732421652.2343342,171391,1.6405493021011353
1732421658.3649316,172127,2.321624994277954
1732421658.5095508,172143,2.109896183013916
1732421661.3487916,172495,4.500871658325195
1732421669.3863273,173471,3.576982021331787
1732421670.5408568,173615,2.7120521068573
1732421677.4223561,174447,2.338420867919922
1732421677.8074343,174495,1.4380605220794678
1732421682.6912389,175103,3.42026424407959
1732421685.8520947,175471,2.340533971786499
1732421686.878972,175599,6.2129597663879395
1732421693.045916,176335,1.4862053394317627
