time,step,value
1728885464.8273592,15,0.7610723972320557
1728885469.658753,31,0.6300621032714844
1728885474.4275646,47,0.6304221749305725
1728885479.1670485,63,0.6806452870368958
1728885483.7979317,79,0.5507796406745911
1728885488.3628526,95,0.46433767676353455
1728885492.991001,111,0.6607603430747986
1728885497.5225089,127,0.48363521695137024
1728885502.054405,143,0.6560153961181641
1728885506.781129,159,0.457826167345047
1728885511.422989,175,0.4352027475833893
1728885516.0414815,191,0.47929859161376953
1728885520.6996202,207,0.32573360204696655
1728885525.3924549,223,0.28352829813957214
1728885530.1908324,239,0.44986823201179504
1728885534.7993963,255,0.2923834025859833
1728885539.578739,271,0.3070848286151886
1728885544.2005155,287,0.33991438150405884
1728885549.0341346,303,0.24662816524505615
1728885553.8350112,319,0.5261024832725525
1728885558.4794898,335,0.17463520169258118
1728885563.0886395,351,0.144844651222229
1728885567.626554,367,0.4973638951778412
1728885572.1675248,383,0.18738999962806702
1728885576.7968464,399,0.38896533846855164
1728885581.5331433,415,0.1316899061203003
1728885586.2269542,431,0.26223039627075195
1728885591.1040776,447,0.10410240292549133
1728885595.7506964,463,0.2374640703201294
1728885600.42502,479,0.34079813957214355
1728885604.982549,495,0.17580872774124146
1728885609.5689359,511,0.27998897433280945
1728885614.3109007,527,0.2708454728126526
1728885619.1977384,543,0.31758812069892883
1728885623.7671952,559,0.2144564539194107
1728885628.332028,575,0.2505112290382385
1728885632.9647582,591,0.24746659398078918
1728885637.5253484,607,0.17440012097358704
1728885642.1822238,623,0.3245261013507843
1728885646.8466685,639,0.12681487202644348
1728885651.4330406,655,0.6093747019767761
1728885656.0251906,671,0.26841703057289124
1728885660.7459311,687,0.25983017683029175
1728885665.543634,703,0.4204997718334198
1728885670.139792,719,0.2976623773574829
1728885674.7415297,735,0.18451616168022156
1728885679.343084,751,0.2476683408021927
1728885684.19149,767,0.21957263350486755
1728885689.1615381,783,0.2536790072917938
1728885693.9294682,799,0.14307056367397308
1728885698.5546136,815,0.24582859873771667
1728885703.1902347,831,0.17569322884082794
1728885708.0247014,847,0.1751343011856079
1728885713.164644,863,0.3561382293701172
1728885718.1186607,879,0.17017507553100586
1728885722.7570813,895,0.13152696192264557
1728885727.5465703,911,0.2006615251302719
1728885732.2003803,927,0.5283013582229614
1728885736.820167,943,0.1293019950389862
1728885741.6759727,959,0.11004100739955902
1728885746.269183,975,0.17838284373283386
1728885750.9032874,991,0.1135723888874054
1728885755.4940865,1007,0.19274182617664337
1728885760.1588895,1023,0.29945921897888184
1728885764.715757,1039,0.25484955310821533
1728885769.5243545,1055,0.5727806687355042
1728885774.331033,1071,0.33184361457824707
